Date,Year,Month,Elec_price,CO2_price,Gas_price,Coal_price,Brent_price,Coal_gen,Coal_cap,Coal_LF,CCGT_gen,CCGT_cap,CCGT_LF,Fuel_gen,Fuel_cap,Fuel_LF,Nuclear_gen,Nuclear_cap,Nuclear_LF,Hydro_gen,Hydro_cap,Hydro_LF,Wind_gen,Wind_cap,Wind_LF,PV_gen,PV_cap,PV_LF,CSP_gen,CSP_cap,CSP_LF,Cogen_gen,Cogen_cap,Cogen_LF,OtherRES_gen,OtherRES_cap,OtherRES_LF,Waste_gen,Waste_cap,Waste_LF,Demand
2008-6,2008,Jun,58.34,27.39,20.46,124.29,89.96,2042,11357,0.25,7596,21504.36,0.49,249,4460,0.08,4580,7716,0.82,3409.57,16657,0.28,2086,15236.96,0.19,190,1441.07,0.18,0,0,0,2079,6120.31,0.47,220,583.38,0.52,240.79,550.52,0.61,21293.47
2008-7,2008,Jul,68.19,25.72,20.72,142.95,90.23,3682,11357,0.44,8864,21985.21,0.54,155,4460,0.05,4541,7716,0.79,2402.95,16657,0.19,2124,15364.88,0.19,232,1946.23,0.16,0,0,0,2218,6124.27,0.49,224,579.23,0.52,273.37,550.52,0.67,23398.01
2008-8,2008,Aug,70.1,23.52,21.82,130.99,76.99,3066,11357,0.36,8223,21985.21,0.5,243,4460,0.07,5014,7716,0.87,1701.26,16657,0.14,1973,15484.48,0.17,288,2471.41,0.16,0,0,0,2017,6119.95,0.44,218,585.18,0.5,276.7,550.52,0.68,21548.9
2008-9,2008,Sep,73.03,23.95,23.41,120.41,66.1,3446,11359,0.42,7818,21985.21,0.49,189,4418,0.06,4482,7716,0.81,1515.37,16657,0.13,2130,15508.63,0.19,317,3105.06,0.14,0,0,0,2178,6165.6,0.49,212,585.18,0.5,255.72,550.52,0.65,20970.89
2008-10,2008,Oct,69.77,21.07,23.99,85.8,48.66,4100,11359,0.49,7214,21985.21,0.44,200,4418,0.06,4314,7716,0.75,1329.72,16657,0.11,2482,15587.68,0.21,320,3326.55,0.13,0,0,0,2359,6161.21,0.51,230,585.18,0.53,279.83,550.52,0.68,20945.58
2008-11,2008,Nov,66.53,17.07,27.11,65.74,35.66,4098,11359,0.5,6826,22385.21,0.42,227,4418,0.07,4046,7716,0.73,1885.42,16657,0.16,3463,15596.15,0.31,324,3374.8,0.13,0,0,0,2314,6157.75,0.52,226,590.6,0.53,234.05,556.58,0.58,21847.42
2008-12,2008,Dec,57.11,15.3,29.37,55.2,27.16,4453,11359,0.53,5694,22385.21,0.34,190,4418,0.06,4956,7716,0.86,2857.97,16657,0.23,3648,15708.58,0.31,244,3397.89,0.1,0,0,0,2325,6167.86,0.51,224,586.6,0.51,246.61,571.38,0.58,23232.69
2009-1,2009,Jan,49.93,13.14,26.29,56.68,31.42,4585,11359,0.54,5970,22385.21,0.36,129,4418,0.04,5438,7716,0.95,2619,16657,0.21,3504,16448.16,0.29,249,3437.95,0.1,1,80.92,0.02,2422,6081.85,0.54,244,576.53,0.57,274.77,571.38,0.65,23605.88
2009-2,2009,Feb,40.71,9.71,21.76,53.92,30.88,3015,11359,0.38,4444,22385.21,0.29,119,4418,0.04,4335,7716,0.81,3756,16657,0.32,3226,16482.76,0.28,380,3442.94,0.16,1,80.92,0.02,2242,6088.31,0.53,231,630.94,0.53,275.57,567.31,0.7,20638.76
2009-3,2009,Mar,38.37,11.56,20.98,44.5,33.49,2965,11359,0.35,5033,22385.21,0.3,192,4418,0.06,3949,7716,0.69,2991,16657,0.24,3101,16749.86,0.25,509,3430.2,0.2,2,82.32,0.03,2407,6076.84,0.53,252,632.8,0.54,306.67,593.83,0.69,20838.31
2009-4,2009,Apr,37.2,13.32,17.54,47.78,36.19,1785,11359,0.22,5434,22480.21,0.34,138,4418,0.04,4063,7716,0.73,2384,16657,0.2,3060,16965.56,0.25,546,3403.87,0.22,7,82.32,0.12,2338,6070.45,0.53,275,638.14,0.6,304.04,608.83,0.69,18841.11
2009-5,2009,May,36.97,14.88,15.67,44.13,41.31,2231,11359,0.26,5603,22980.21,0.33,91,4418,0.03,3688,7716,0.64,2759,16657,0.22,2698,17135.31,0.21,647,3394.65,0.26,8,131.82,0.08,2351,6072.12,0.52,250,639.64,0.53,322.59,644.54,0.67,19485.57
2009-6,2009,Jun,36.82,13.48,14.73,47.91,49.21,2454,11359,0.3,7621,22980.21,0.46,147,4418,0.05,3530,7716,0.64,2285,16657,0.19,2332,17303.01,0.19,619,3397.32,0.25,7,181.72,0.05,2310,6081.67,0.53,229,641.18,0.5,323.63,641.85,0.7,20378.77
2009-7,2009,Jul,34.62,13.9,14.03,48.31,46.41,3213,11359,0.38,8498,22980.21,0.5,212,4418,0.06,3998,7716,0.7,1927,16657,0.16,2426,17388.21,0.19,691,3381.48,0.27,12,181.72,0.09,2397,6082.14,0.53,236,641.54,0.49,336.36,641.85,0.7,22534.69
2009-8,2009,Aug,34.68,14.72,14.43,50.82,52.21,1795,11359,0.21,8178,22980.21,0.48,172,4418,0.05,5278,7716,0.92,1622,16657,0.13,2236,17418.21,0.17,637,3385.86,0.25,24,181.72,0.18,2034,6082.13,0.45,236,647.46,0.49,343.37,649.95,0.71,21273.12
2009-9,2009,Sep,35.87,14.2,14.38,48.81,48.52,2689,11359,0.33,7385,22980.21,0.45,155,4418,0.05,4388,7716,0.79,1171,16657,0.1,2467,17418.21,0.2,492,3388.66,0.2,18,231.62,0.11,2337,6087.69,0.53,264,682.46,0.54,333.58,649.95,0.71,20629.98
2009-10,2009,Oct,35.78,14.1,14.92,51.9,52.43,3054,11359,0.36,6555,22980.21,0.38,105,3927,0.04,3958,7716,0.69,1458,16657,0.12,3125,17417.91,0.24,482,3395.55,0.19,23,231.62,0.13,2464,6080.84,0.54,325,682.46,0.64,360.96,649.95,0.75,20298.14
2009-11,2009,Nov,32.39,13.54,15.12,55.14,55.04,1998,11359,0.24,5522,22243,0.34,166,3927,0.06,3973,7716,0.72,2305,16657,0.19,4793,18554.01,0.36,345,3409.22,0.14,16,232.22,0.1,2571,5891.26,0.61,249,661.11,0.52,346.32,657.94,0.73,20503.14
2009-12,2009,Dec,30.43,13.53,15.25,56.3,53.24,1837,11359,0.22,6136,23066,0.36,165,3385,0.07,3950,7716,0.69,3564,16657,0.29,4921,18859.42,0.35,231,3416.98,0.09,11,232.22,0.06,2592,5905.86,0.59,252,662.22,0.51,366.48,657.94,0.75,22423.7
2010-1,2010,Jan,29.06,13.19,15.96,65.41,57.22,1696,11359,0.2,5308,23066,0.31,153,3008,0.07,4481,7716,0.78,5708,16657,0.46,4292,18985.32,0.3,249,3456.18,0.1,13,282.22,0.06,2661,5884.06,0.61,251,677.22,0.5,376.98,657.94,0.77,23585.3
2010-2,2010,Feb,27.68,13.04,17.84,58.11,55.82,1367,11359,0.18,4759,23066,0.31,127,3008,0.06,4636,7716,0.89,4456,16657,0.4,4622,19071.58,0.36,290,3490.76,0.12,12,282.22,0.06,2477,5927.64,0.62,226,677.58,0.5,315.47,657.94,0.71,21796.75
2010-3,2010,Mar,19.62,13.05,17.7,55.71,59.48,844,11359,0.1,4087,23066,0.24,23,3008,0.01,4878,7716,0.85,6198,16657,0.5,4547,19161.45,0.32,458,3523.1,0.17,24,282.22,0.11,2617,5931.7,0.59,246,679.64,0.49,350.08,657.94,0.72,22753.28
2010-4,2010,Apr,27.42,14.35,18.2,58.77,63.91,634,11359,0.08,4361,24360,0.25,106,3008,0.05,4894,7716,0.88,4932,16657,0.41,2635,19192.05,0.19,566,3563.15,0.22,37,282.22,0.18,2550,5935.28,0.6,253,680.94,0.52,345.63,657.94,0.73,20002.97
2010-5,2010,May,37.28,15.48,17.89,66.88,56.53,824,11359,0.1,4553,24375,0.25,164,3008,0.07,4418,7716,0.77,4059,16657,0.33,3619,19192.05,0.25,683,3609.62,0.25,69,332.22,0.28,2581,5937.67,0.58,275,680.94,0.54,350.18,657.94,0.72,20452.25
2010-6,2010,Jun,41.02,15.48,19.53,70,56.35,1323,11359,0.16,5475,24810,0.31,166,2860,0.08,4694,7716,0.84,3716,16657,0.31,2576,19274.65,0.19,657,3660.05,0.25,73,432.12,0.23,2542,5933.59,0.6,269,682.59,0.55,328.31,657.94,0.69,20418
2010-7,2010,Jul,43.65,14.34,19.61,69.83,56.97,2450,11359,0.29,6782,25242,0.36,138,2860,0.06,5400,7716,0.94,3037,16657,0.25,2798,19274.65,0.2,753,3743.39,0.27,105,432.12,0.33,2614,5935.58,0.59,268,682.59,0.53,374.38,657.94,0.76,23279
2010-8,2010,Aug,44,14.73,19.06,69.67,58.03,2836,11359,0.34,5737,25242,0.31,113,2860,0.05,5421,7716,0.94,2199,16657,0.18,2895,19274.65,0.2,692,3766.77,0.25,122,482.12,0.34,2153,5945.33,0.49,279,698.59,0.54,378.72,657.94,0.77,21502
2010-9,2010,Sep,46.44,15.39,19.43,68.93,58.73,2971,11359,0.36,6235,25242,0.34,138,2860,0.07,5067,7716,0.91,1694,16657,0.14,2301,19386.65,0.16,605,3776.97,0.22,101,482.12,0.29,2524,5955.91,0.59,263,698.59,0.52,352.25,657.94,0.74,20693
2010-10,2010,Oct,42.63,15.3,19.48,74.01,62.17,1987,11359,0.24,5278,25242,0.28,125,2860,0.06,5430,7716,0.95,1844,16657,0.15,3953,19386.65,0.27,526,3790.18,0.19,72,482.12,0.2,2647,5956.07,0.6,279,698.59,0.54,371.9,657.94,0.76,20402
2010-11,2010,Nov,40.93,14.79,18.25,79.69,64.36,1627,11380,0.2,5529,25220,0.3,167,2860,0.08,5095,7716,0.92,2837,16657,0.24,4348,19386.65,0.31,364,3824.81,0.13,32,532.02,0.08,2660,5956.07,0.62,269,698.59,0.53,366.47,657.94,0.77,21956
2010-12,2010,Dec,46.34,14.39,19.48,89.08,69.05,2040,11380,0.24,4851,25220,0.26,147,2860,0.07,4829,7716,0.84,4275,16657,0.34,4622,19813,0.31,297,3860.88,0.1,34,532.02,0.09,2763,5978.84,0.62,294,705.09,0.56,370.96,657.94,0.76,23397
2011-1,2011,Jan,41.19,14.54,20.21,88.46,69.33,2047,11380,0.24,5018,25235,0.27,0,2860,0,4719,7777,0.82,5401,17561,0.41,4019,20066.3,0.27,336,3883.11,0.12,34,731.82,0.06,2781,6054,0.62,357,716.52,0.67,382.24,657.94,0.78,23660
2011-2,2011,Feb,48.03,14.98,20.61,85.61,74.52,2466,11380,0.32,4626,25235,0.27,0,2860,0,4272,7777,0.82,3168,17561,0.27,4028,20066.3,0.3,481,3919.49,0.18,89,731.82,0.18,2596,6080,0.64,329,716.52,0.68,346.85,657.94,0.78,21314
2011-3,2011,Mar,46.7,16.49,20.14,90.2,82.24,2982,11380,0.35,3936,25235,0.21,0,2860,0,4332,7777,0.75,4070,17561,0.31,4691,20066.3,0.31,508,3952.9,0.17,98,731.82,0.18,2880,6053,0.64,349,734.34,0.64,381.83,657.94,0.78,22769
2011-4,2011,Apr,45.45,16.96,20.57,91.89,88.58,2443,11380,0.3,2780,25235,0.15,0,2860,0,4457,7777,0.8,3737,19459.99,0.27,3399,20066.3,0.24,631,3917,0.22,138,682,0.28,2688,6051,0.62,351,734.96,0.66,360.75,657.94,0.76,19272
2011-5,2011,May,48.9,16.78,21.23,88.85,82.08,2962,11380,0.35,4145,25245,0.22,0,2540,0,3641,7777,0.63,2905,19459.99,0.2,3166,20125.2,0.21,716,3955,0.24,154,799,0.26,2722,6053,0.6,329,735.46,0.6,367.05,657.94,0.75,20435
2011-6,2011,Jun,50,15.37,21.89,88.12,81.96,2727,11700,0.32,4838,25269,0.27,0,2540,0,4702,7777,0.84,2159,19459.99,0.15,2937,20175.14,0.2,777,3955,0.27,232,799,0.4,2577,6054,0.59,336,735.46,0.63,358.33,657.94,0.76,20855
2011-7,2011,Jul,52.18,12.7,22.9,88.55,83.93,4187,11700,0.48,4514,25269,0.24,0,2540,0,4823,7777,0.83,1762,19459.99,0.12,3255,20762,0.21,822,4013,0.28,284,849,0.45,2637,6055,0.59,358,735.46,0.65,364.45,657.94,0.74,22007
2011-8,2011,Aug,52.08,12.3,23.43,89.5,79.27,4070,11700,0.47,4687,25269,0.25,0,2540,0,5272,7777,0.91,1652,19459.99,0.11,2729,20836,0.18,766,4082,0.25,235,899,0.35,2201,6033,0.49,355,735.46,0.65,368.18,657.94,0.75,21557
2011-9,2011,Sep,58.47,11.8,23.87,88.84,80.6,4666,11700,0.55,4472,25269,0.25,0,2540,0,4983,7777,0.89,1362,19459.99,0.1,2323,20836,0.15,702,4082,0.24,229,899,0.35,2634,6105,0.6,375,720.84,0.72,357.55,657.94,0.75,20968
2011-10,2011,Oct,57.46,10.36,25.65,85.13,78.77,4283,11700,0.49,3710,25269,0.2,0,2540,0,4500,7777,0.78,1464,19459.99,0.1,3150,20734,0.2,602,3901,0.21,173,899,0.26,2759,6105,0.61,383,720.84,0.71,380.01,657.94,0.78,20206
2011-11,2011,Nov,48.38,9.26,26.72,82.84,79.38,3881,11700,0.46,3347,25269,0.18,0,2540,0,4547,7777,0.81,2376,19459.99,0.17,3820,20803,0.26,344,3935,0.12,80,949,0.12,2749,6105,0.63,375,723.8,0.72,367.88,657.94,0.78,20498
2011-12,2011,Dec,50.07,7.49,26.3,79.86,77.58,3790,11700,0.44,3340,25269,0.18,0,1492,0,4857,7777,0.84,2466,19459.99,0.17,4589,20843,0.3,405,3937,0.14,85,999,0.11,2827,6119,0.62,388,723.8,0.72,383.41,657.94,0.78,21732
2012-1,2012,Jan,51.06,7.17,26.86,83.51,86.18,5156,11700,0.59,4223,25269,0.22,0,1492,0,5172,7777,0.89,1947,19459.99,0.13,3646,21239,0.23,483,4271,0.15,117,1149,0.14,2931,6158,0.64,394,754.83,0.7,383.16,657.94,0.78,23003
2012-2,2012,Feb,53.48,8.68,26.41,76.69,93.1,5284,11700,0.67,3868,25269,0.23,0,1492,0,5146,7777,0.98,1491,19459.99,0.11,5015,21288,0.35,636,4279,0.22,200,1199,0.25,2781,6159,0.67,373,761.73,0.73,365.79,657.94,0.83,22725
2012-3,2012,Mar,47.56,7.8,27.12,75.19,97.67,4451,11700,0.51,3070,25269,0.16,0,1492,0,5472,7777,0.95,1578,19459.99,0.11,3806,21288,0.24,737,4302,0.23,235,1199,0.26,2916,6165,0.64,398,763.72,0.7,382.77,657.94,0.78,21311
2012-4,2012,Apr,41.21,7.06,26.66,75.23,93.49,2520,11700,0.3,2221,25269,0.12,0,1492,0,5201,7777,0.93,2050,19459.99,0.15,5306,21288,0.35,628,4317,0.2,178,1199,0.21,2815,6165,0.63,372,770.51,0.67,366.77,657.94,0.77,19447
2012-5,2012,May,43.58,6.79,27.37,68.12,85.76,3786,11700,0.43,2397,25269,0.13,0,1492,0,4487,7777,0.78,2759,19459.99,0.19,3708,21573,0.23,826,4334,0.26,348,1328,0.35,2846,6166,0.62,361,770.51,0.63,375.74,657.94,0.77,20300
2012-6,2012,Jun,53.5,7.25,27.79,67.1,73.85,5062,11620,0.61,3095,25269,0.17,0,1492,0,3504,7839,0.62,2303,19459.99,0.16,3429,21573,0.22,839,4357,0.27,415,1328,0.43,2682,6135,0.61,406,771.01,0.73,364.9,657.94,0.77,20781
2012-7,2012,Jul,50.29,7.52,28.59,69.32,79.92,4675,11620,0.54,3352,25269,0.18,0,1492,0,5099,7839,0.87,1868,19459.99,0.13,2982,21732,0.18,903,4390,0.28,541,1478,0.49,2783,6133,0.61,421,771.01,0.73,378.08,657.94,0.77,21691
2012-8,2012,Aug,49.34,7.6,27.34,73.4,88.08,4819,11620,0.56,3470,25291,0.18,0,1492,0,5458,7839,0.94,1591,19459.99,0.11,3127,21806,0.19,826,4438,0.25,485,1628,0.4,2350,6135,0.51,401,772.14,0.7,380.4,657.94,0.78,21550
2012-9,2012,Sep,47.59,7.8,27.69,70.36,87.87,3811,11620,0.46,2875,25291,0.16,0,1492,0,5300,7853,0.94,1306,19459.99,0.09,3937,21806,0.25,658,4446,0.21,369,1628,0.31,2741,6068,0.63,373,824.64,0.63,365.01,657.94,0.77,19922
2012-10,2012,Oct,45.68,7.89,27.14,67.32,87.09,4058,11620,0.47,3215,25291,0.17,0,1492,0,5396,7853,0.92,1672,19459.99,0.12,3130,21806,0.19,567,4479,0.17,286,1628,0.24,2904,6067,0.64,413,827.45,0.67,372.05,657.99,0.76,19819
2012-11,2012,Nov,42.07,7.47,25.73,68.95,84.97,3916,11620,0.47,2948,25291,0.16,0,1492,0,4070,7853,0.72,2262,19459.99,0.16,4605,22124,0.29,350,4510,0.11,134,1878,0.1,2846,6067,0.65,401,837.45,0.67,361.98,657.99,0.76,20285
2012-12,2012,Dec,41.73,6.74,27.1,70.11,85.22,3592,11248,0.43,2798,25291,0.15,0,1178,0,4361,7853,0.75,2998,19459.99,0.21,5450,22431,0.33,377,4538,0.11,136,1950,0.09,2899,6054,0.64,434,837.45,0.7,396.55,657.99,0.81,21398
2013-1,2013,Jan,50.5,5.36,26.69,65.37,85.19,2887,11248,0.34,2607,25291,0.14,0,1178,0,4583,7853,0.78,3386,19459.99,0.23,6292,22693,0.37,419,4543,0.12,113,1950,0.08,3001,6053,0.67,436,842,0.7,394.61,653,0.81,22512
2013-2,2013,Feb,45.04,4.71,26.61,66.05,87.38,2417,11248,0.32,1958,25291,0.12,0,1178,0,4426,7853,0.84,3894,19459.99,0.3,5341,22693,0.35,501,4561,0.16,204,2000,0.15,2690,6042,0.66,415,842,0.73,353.27,653,0.81,20643
2013-3,2013,Mar,25.88,4.18,26.4,65.06,81.88,1258,11248,0.15,1498,25340,0.08,0,1178,0,5210,7853,0.89,5078,19459.99,0.35,5749,22717,0.34,531,4623,0.15,125,2000,0.08,2882,6031,0.64,453,842,0.72,392.31,628,0.84,21331
2013-4,2013,Apr,18.17,3.94,27.45,61.78,77.17,904,11248,0.11,1121,25340,0.06,0,520,0,4459,7853,0.79,5759,19459.99,0.41,4397,22746,0.27,725,4640,0.22,301,2050,0.2,2783,6031,0.64,421,843,0.69,375.85,628,0.83,19512
2013-5,2013,May,43.45,3.56,27.29,62.08,77.27,1902,11248,0.23,1635,25340,0.09,0,520,0,3995,7853,0.68,4063,19459.99,0.28,3932,22746,0.23,833,4640,0.24,499,2050,0.33,2818,6031,0.63,438,843,0.7,384.3,628,0.82,19633
2013-6,2013,Jun,40.87,4.29,27.06,57.39,77.53,2464,11248,0.3,1379,25340,0.08,0,520,0,4335,7853,0.77,3418,19459.99,0.24,3827,22761,0.23,886,4640,0.27,647,2050,0.44,2651,6025,0.61,392,848,0.64,354.75,628,0.78,19254
2013-7,2013,Jul,51.16,4.25,26.12,56.3,81.32,5227,11294,0.62,2221,25289,0.12,0,520,0,5136,7866,0.88,2894,19459.99,0.2,2844,22978,0.17,930,4665,0.27,759,2150,0.47,2657,6059,0.59,432,731,0.79,366.33,629,0.78,21764
2013-8,2013,Aug,48.09,4.44,25.9,56.96,83.86,4374,11294,0.52,2366,25289,0.13,0,520,0,5025,7866,0.86,2306,19459.99,0.16,3411,23001,0.2,857,4646,0.25,662,2150,0.41,2097,6019,0.47,417,701,0.8,352.29,628,0.75,20652
2013-9,2013,Sep,50.2,5.25,25.2,58.77,84.08,4540,11294,0.56,2232,25298,0.12,0,520,0,4741,7866,0.84,1967,19459.99,0.14,3214,23001,0.19,725,4646,0.22,479,2150,0.31,2558,6019,0.59,398,701,0.79,347.19,628,0.77,19678
2013-10,2013,Oct,51.49,4.93,25.06,63.33,82.21,4032,11131,0.49,2535,25339,0.13,0,520,0,4342,7866,0.74,2082,19459.99,0.14,3964,23001,0.23,604,4646,0.17,294,2300,0.17,2617,6018,0.58,405,701,0.78,371.77,628,0.8,19827
2013-11,2013,Nov,41.81,4.54,26.04,63.38,81.33,2511,11131,0.31,2035,25353,0.11,0,520,0,4068,7866,0.72,3048,19459.99,0.22,6430,23001,0.39,490,4648,0.15,199,2300,0.12,2613,6019,0.6,414,701,0.82,365.42,628,0.81,20408
2013-12,2013,Dec,63.64,4.85,26.39,63.64,83.38,4660,11131,0.56,2773,25353,0.15,0,520,0,3987,7866,0.68,2783,19459.99,0.19,4943,22746,0.29,418,4648,0.12,158,2300,0.09,2670,6019,0.6,444,701,0.74,384.51,628,0.82,21685
2014-1,2014,Jan,33.62,5.07,25.88,63.11,81.28,2117,11131.23,0.26,1551,25352.77,0.08,0,520,0,4535,7866,0.77,4703,19459.99,0.32,6539,22864,0.38,353,4654,0.1,80,2300,0.05,2681,6021,0.6,424,718,0.79,386.94,628.78,0.83,22045
2014-2,2014,Feb,17.12,6.61,26.28,59.81,82.11,756,11131.23,0.1,1269,25352.77,0.07,0,520,0,4724,7866,0.89,6129,19459.99,0.47,5884,22864,0.38,406,4654,0.13,103,2300,0.07,1981,6038,0.49,331,718,0.69,208.73,628.78,0.49,20279
2014-3,2014,Mar,26.67,6.19,25.87,56.23,80.86,1149,11131,0.14,1284,25353,0.07,0,520,0,5289,7866,0.9,5644,19459.99,0.39,5050,22864,0.3,698,4654,0.2,385,2300,0.22,1894,6032,0.42,365,718,0.68,121.29,628.78,0.26,20762
2014-4,2014,Apr,26.44,5.3,25.7,57.84,81.08,1223,11131,0.15,1230,25353,0.07,0,520,0,5058,7866,0.89,5308,19459.99,0.38,3950,22864,0.24,753,4654,0.22,436,2300,0.26,1710,6032,0.39,339,738,0.64,66,628.78,0.15,18644
2014-5,2014,May,42.41,5.16,25.32,56.36,82.41,3178,11131,0.38,1423,25353,0.08,0,520,0,4341,7866,0.74,3096,19459.99,0.21,4135,22864,0.24,882,4655,0.25,730,2300,0.43,2060,6033,0.46,410,739,0.75,104.01,628.78,0.22,19472
2014-6,2014,Jun,50.95,5.63,25.17,54.78,84.23,5008,10972,0.63,1774,25353,0.1,0,520,0,3439,7866,0.61,2689,19459.99,0.19,3276,22864,0.2,863,4655,0.26,687,2300,0.41,2193,6033,0.5,406,739,0.76,117.99,628.78,0.26,19523
2014-7,2014,Jul,48.21,6,25.19,55.2,80.34,5378,10972,0.66,1860,25353,0.1,0,520,0,4263,7866,0.73,2522,19459.99,0.17,3592,22864,0.21,910,4655,0.26,811,2300,0.47,2251,6032,0.5,411,739,0.75,124.5,628.78,0.27,21122
2014-8,2014,Aug,49.91,6.29,25.1,57.95,76.61,5053,10972,0.62,2220,25353,0.12,0,520,0,4221,7886,0.72,2193,19459.99,0.15,2857,22864,0.17,872,4655,0.25,833,2300,0.49,2101,6032,0.47,445,739,0.81,129.33,628.78,0.28,20245
2014-9,2014,Sep,58.89,6.04,26.62,57.21,73.2,5684,10972,0.72,2659,25353,0.15,0,520,0,4806,7886,0.85,1958,19459.99,0.14,2133,22864,0.13,655,4655,0.2,390,2300,0.24,2253,6032,0.52,422,739,0.79,123.37,628.78,0.27,20335
2014-10,2014,Oct,55.11,6.1,25.69,54.6,65.75,4391,10972,0.54,2137,25353,0.11,0,520,0,5130,7886,0.87,1902,19459.99,0.13,3383,22864,0.2,617,4655,0.18,289,2300,0.17,2263,6032,0.5,388,739,0.71,129.34,628.78,0.28,20028
2014-11,2014,Nov,46.8,6.87,26.38,55.56,59.27,3148,10972,0.4,1929,25353,0.11,0,520,0,4369,7886,0.77,2777,19459.99,0.2,5072,22864,0.31,362,4655,0.11,90,2300,0.05,2068,6032,0.48,373,739,0.7,101,628.78,0.22,21354
2014-12,2014,Dec,47.47,6.99,26.42,54.03,47.02,4048,10972,0.5,2002,25353,0.11,0,520,0,4695,7886,0.8,3607,19459.99,0.25,4764,22864,0.28,432,4655,0.12,124,2300,0.07,2141,6032,0.48,404,739,0.73,118.97,628.78,0.25,22680
2015-1,2015,Jan,51.6,7.06,25.11,53.49,43.37,4900,10494.02,0.63,2227,24947.7,0.12,0,520,0,5243,7572.58,0.93,2886,19459.99,0.2,4912,22763.8,0.29,493,4432.43,0.15,177,2300,0.1,2223,6292.8,0.47,239,739,0.43,243,528.57,0.62,22663.46
2015-2,2015,Feb,42.57,7.33,24.49,54.46,52.37,2942,10494.02,0.42,1716,24947.7,0.1,0,520,0,4721,7572.58,0.93,3851,19462.34,0.29,5948,22763.8,0.39,469,4432.5,0.16,191,2300,0.12,1962,6292.8,0.46,206,739,0.41,223,528.57,0.63,20920.42
2015-3,2015,Mar,43.11,6.85,24.57,55.15,50.35,2591,10494.02,0.33,1625,24947.7,0.09,0,520,0,5206,7572.58,0.92,4171,19462.34,0.29,4865,22763.8,0.29,678,4432.72,0.21,416,2300,0.24,2118,6292.8,0.45,234,739,0.43,256,528.57,0.65,21091.67
2015-4,2015,Apr,45.36,7.13,24.19,53.57,53.66,2956,10494.02,0.39,1667,24947.7,0.09,0,520,0,4690,7572.58,0.86,2911,19462.28,0.21,3905,22763.9,0.24,718,4432.75,0.22,393,2300,0.24,2033,6290.3,0.45,180,739,0.34,187,528.57,0.49,18733.33
2015-5,2015,May,45.13,7.48,21.4,53.19,57.52,2829,10494.02,0.36,1601,24947.7,0.09,0,520,0,3554,7572.58,0.63,3189,19462.28,0.22,4800,22765.7,0.28,881,4432.99,0.27,695,2300,0.41,2122,6255.61,0.46,226,739,0.41,242,528.57,0.62,19829.05
2015-6,2015,Jun,54.74,7.5,21.71,52.27,55.44,5331,10494.02,0.71,1879,24947.7,0.1,0,520,0,3772,7572.58,0.69,2611,19462.28,0.19,2873,22766.33,0.18,848,4433.33,0.27,734,2300,0.44,2073,6247.96,0.46,276,739,0.52,255,528.57,0.67,20370.57
2015-7,2015,Jul,59.53,7.76,20.11,52.71,50.87,6063,10494.02,0.78,3407,24947.7,0.18,0,520,0,4799,7572.58,0.85,2166,19465,0.15,3053,22766.33,0.18,889,4433.45,0.27,889,2300,0.52,2167,6247.96,0.47,299,739,0.54,270,528.57,0.69,23465.76
2015-8,2015,Aug,55.6,8.11,20.07,51.01,42.4,5202,10494.02,0.67,2337,24947.7,0.13,0,520,0,4964,7572.58,0.88,1837,19465,0.13,3237,22766.33,0.19,794,4433.46,0.24,608,2300,0.36,2042,6228.59,0.44,311,742,0.56,271,528.57,0.69,20877.04
2015-9,2015,Sep,51.87,8.13,19.6,48.56,42.7,4598,10494.02,0.61,2000,24947.7,0.11,0,520,0,4874,7572.58,0.89,1764,19465,0.13,3003,22766.33,0.18,692,4433.83,0.22,483,2300,0.29,2154,6195.09,0.48,301,742,0.56,257,528.57,0.68,19591.98
2015-10,2015,Oct,49.89,8.4,20.15,46.99,43.69,4305,10494.02,0.55,2082,24947.7,0.11,0,520,0,4095,7572.58,0.73,1896,20342.95,0.13,3887,22766.33,0.23,510,4433.93,0.15,188,2300,0.11,2215,6195.09,0.48,310,742,0.56,276,528.57,0.7,19721.95
2015-11,2015,Nov,51.2,8.51,19.14,48.43,39.76,4578,10494.02,0.61,2094,24947.7,0.12,0,520,0,3973,7572.58,0.73,2164,20345.76,0.15,3700,22766.33,0.23,503,4433.99,0.16,227,2300,0.14,2129,6195.09,0.48,304,742,0.57,263,528.57,0.69,19866.76
2015-12,2015,Dec,52.61,8.32,19.9,43.25,34.1,4628,10494.02,0.59,2633,24947.7,0.14,0,520,0,4864,7572.58,0.86,1771,20372.52,0.12,3529,22766.33,0.21,369,4434.21,0.11,85,2300,0.05,2181,6195.98,0.47,286,742,0.52,242,528.57,0.62,20892.82
2016-1,2016,Jan,36.53,6.86,17.37,42.14,28.52,2561,10494.02,0.33,1875,24947.7,0.1,0,0,0,4616,7572.58,0.82,4259.57,20372.52,0.28,5605,22766.33,0.33,338,4434.22,0.1,60,2299.53,0.04,2128,6167.39,0.46,269,743,0.49,258,528.57,0.66,21466.47
2016-2,2016,Feb,27.5,5.17,16.35,39.8,29.29,1806,10048.5,0.27,1317,24947.7,0.08,0,0,0,3973,7572.58,0.78,4850.23,20372.52,0.35,6069,22770.83,0.4,453,4436.51,0.15,133,2299.53,0.09,1968,6167.72,0.47,261,743,0.52,236,528.57,0.66,20853.1
